10	12973
10	18635
10	36367
10	48005
10	49146
10	50932
10	53007
10	55133
10	55900
10	58238
10	61105
10	62125
10	62863
10	63395
10	64715
10	65416
10	66244
10	67150
10	68110
10	70316
10	72114
10	72865
10	73872
10	75972
10	78496
10	79294
10	82228
10	86195
10	88855
10	94598
10	98499
10	105149
10	113031
10	116331
10	126723
10	133881
10	143456
10	151583
10	157531
10	162400
10	171141
10	178299
10	186017
10	191810
10	202345
10	209282
10	219624
10	228284
10	234431
10	239173
10	248225
10	260329
10	263649
10	268481
10	277343
10	285114
10	294530
10	300150
10	305953
10	312203
10	318443
10	324170
10	326111
10	336227
10	341464
10	349295
10	358188
10	365801
10	372264
10	377140
10	380226
10	385170
10	388696
10	395936
10	404956
10	409826
10	414933
10	418772
10	424696
10	430029
10	435531
10	441043
10	444970
10	448771
10	453008
10	454991
10	461236
10	466095
10	470669
10	474522
10	479601
10	484255
10	489714
10	496895
10	502149
10	508691
10	513211
10	520455
10	526531
10	530339
10	534929
10	541528
10	545149
10	548483
10	552589
10	557021
10	561890
10	564225
10	569006
10	573299
10	576803
10	578945
10	580472
10	584884
10	588603
10	590688
10	597003
10	600847
10	605745
10	610355
10	615431
10	618838
10	623418
10	627806
10	632917
10	639951
10	647805
10	652245
10	657067
10	658888
10	668279
10	673863
10	680778
10	686907
10	693222
10	698073
10	704009
10	706636
10	708791
10	710763
10	712179
10	714644
10	717759
10	719373
10	720519
10	721700
10	722664
10	724294
10	726001
10	727670
10	729021
10	731200
10	733009
10	738760
10	741610
10	743834
10	745928
10	747549
10	750134
10	752572
10	755136
10	758869
10	761390
10	767706
10	771211
10	773805
10	776408
10	778316
10	780229
10	784759
10	786149
10	788507
10	790610
10	795175
10	801829
10	804822
10	808268
10	813716
10	820526
10	827012
10	832955
10	837953
10	842300
10	853131
10	859110
10	864839
10	872071
10	876243
10	881993
10	889661
10	895078
10	904190
10	907279
10	909640
10	915615
10	921040
10	928754
10	935075
10	938549
10	945268
10	949986
10	957804
10	963786
10	967595
10	972155
10	976549
10	981634
10	988142
10	992100
10	997461
10	1002928
10	1006506
10	1009973
10	1010966
10	1015558
10	1018971
10	1022127
10	1025028
10	1029837
10	1032986
10	1035353
10	1038668
10	1044663
10	1050598
10	1055942
10	1059382
10	1066340
10	1069394
10	1074296
10	1080679
10	1083874
10	1089728
10	1093885
10	1097164
10	1100283
10	1106922
10	1110547
10	1115041
10	1120085
10	1125326
10	1126280
10	1126911
10	1134725
10	1138685
10	1143438
10	1148683
10	1150796
10	1153184
10	1156321
10	1160858
10	1165618
10	1168592
10	1173431
10	1174307
10	1178489
10	1180434
10	1181947
10	1184594
10	1190110
10	1196280
10	1201082
10	1204287
10	1208453
10	1210951
10	1217650
10	1221567
10	1225068
10	1226664
10	1230246
10	1233504
10	1240332
10	1243794
10	1249413
10	1258365
10	1264840
10	1270466
10	1275525
10	1276793
10	1283733
10	1289029
10	1292575
10	1296539
10	1299222
10	1300123
10	1301733
10	1302545
10	1304255
10	1307643
10	1313211
10	1318420
10	1324514
10	1326809
10	1330853
10	1334158
10	1338539
10	1340883
10	1343656
10	1346914
10	1351388
10	1351867
10	1352242
10	1354913
10	1360422
10	1362307
10	1365533
10	1368328
10	1369531
10	1370216
10	1372242
10	1373857
10	1376167
10	1379965
10	1384108
10	1388357
10	1392056
10	1395816
10	1397902
10	1401595
10	1405623
10	1409454
10	1412798
10	1414176
10	1418237
10	1419116
10	1422908
10	1427336
10	1432416
10	1435197
10	1436854
10	1438779
10	1443143
10	1445991
10	1448788
10	1450403
10	1452593
10	1455470
10	1457289
10	1458453
10	1459629
10	1461643
10	1464221
10	1465886
10	1469479
10	1471910
10	1474951
10	1478039
10	1481813
10	1483550
10	1488378
10	1490072
10	1492616
10	1494802
10	1496803
10	1500639
10	1503285
10	1505077
10	1508222
10	1511232
10	1514197
10	1520169
10	1528041
10	1531862
10	1534705
10	1535785
10	1538091
10	1544034
10	1547046
10	1549641
10	1551503
10	1552970
10	1555750
10	1558432
10	1560206
10	1563520
10	1564974
10	1569769
10	1573807
10	1576572
10	1578790
